Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1411	8	4222049	4222389	340	1	asm	231.174286	19.43134	0	347.950704	125.952622	234	537	4	9	994	0.004024	0.009054	54.189672	11.810497	0.003972	29	60	1.730884	8.823657	0.047666	0	0	0.001986	0.044543	0	0	0	0	0	0	-0.001986	0.044543	0	0	92.619883	19.863802	0	349.631004	107.779484	250	464	40	55	458	0.087336	0.120087	30.139241	18.441853	0.179024	0	60	9.508137	18.835107	0.242315	0	51	0.132007	1.066081	0	0	0.03255	0.230839	0	0	-0.099458	1.015754	0	0	92.619883	19.863802	0	349.631004	107.779484	250	464	40	55	458	0.087336	0.120087	30.139241	18.441853	0.179024	0	60	9.508137	18.835107	0.242315	0	51	0.132007	1.066081	0	0	0.03255	0.230839	0	0	-0.099458	1.015754	0	0	0	1	0.002933	3	0.008798	0.519062	0.912023	0	92.619883	19.863802	0	349.631004	107.779484	250	464	40	55	458	0.087336	0.120087	30.139241	18.441853	0.179024	0	60	9.508137	18.835107	0.242315	0	51	0.132007	1.066081	0	0	0.03255	0.230839	0	0	-0.099458	1.015754	0	0	245.561254	41.316356	0	343.676333	121.94565	227	488	2	11	1069	0.001871	0.01029	50.36414	14.242207	0.001848	29	60	4.89464	14.887304	0.114603	0	16	0.060998	0.75975	0	0	0.004621	0.100769	0	0	-0.056377	0.724592	0	0
1412	8	5744849	5744923	74	0	asm	241.911429	27.064089	0	335.039078	82.417872	234	442	5	5	998	0.00501	0.00501	51.44246	14.048881	0.00496	29	60	3.311508	10.052602	0.117063	0	12	0.005952	0.088932	0	0	0.001984	0.044521	0	0	-0.003968	0.0629	0	0	16.789474	39.150108	0.906667	343.021429	78.113132	234	449	0	0	140	0	0	33.114286	11.416942	0	29	60	23.285714	15.888227	0.828571	0	43	0.007143	0.084515	0	0	0.014286	0.119092	0	0	0.007143	0.146736	0	0	16.789474	39.150108	0.906667	343.021429	78.113132	234	449	0	0	140	0	0	33.114286	11.416942	0	29	60	23.285714	15.888227	0.828571	0	43	0.007143	0.084515	0	0	0.014286	0.119092	0	0	0.007143	0.146736	0	0	0	6	0.08	33	0.44	0.386667	1	0	16.789474	39.150108	0.906667	343.021429	78.113132	234	449	0	0	140	0	0	33.114286	11.416942	0	29	60	23.285714	15.888227	0.828571	0	43	0.007143	0.084515	0	0	0.014286	0.119092	0	0	0.007143	0.146736	0	0	214.247863	30.911091	0	333.593644	86.299153	232	440	10	11	881	0.011351	0.012486	46.383592	16.502221	0.019956	29	60	2.955654	9.293956	0.10643	0	9	0.003326	0.057607	0	0	0.002217	0.047062	0	0	-0.001109	0.074486	0	0
1413	8	5748176	5748505	329	1	asm	241.165714	22.722468	0	360.443396	143.984389	227	622	46	50	954	0.048218	0.052411	49.977143	16.696228	0.04381	29	60	3.455238	12.124961	0.1	0	5	0.007619	0.097338	0	0	0	0	0	0	-0.007619	0.097338	0	0	34.694864	24.141262	0	354.634021	142.982644	218	578	44	65	194	0.226804	0.335052	21.488449	21.719137	0.425743	0	60	11.874587	20.216972	0.343234	0	42	0.013201	0.114325	0	0	0	0	0	0	-0.013201	0.114325	0	0	34.694864	24.141262	0	354.634021	142.982644	218	578	44	65	194	0.226804	0.335052	21.488449	21.719137	0.425743	0	60	11.874587	20.216972	0.343234	0	42	0.013201	0.114325	0	0	0	0	0	0	-0.013201	0.114325	0	0	0	13	0.039394	8	0.024242	0.557576	1	0	34.694864	24.141262	0	354.634021	142.982644	218	578	44	65	194	0.226804	0.335052	21.488449	21.719137	0.425743	0	60	11.874587	20.216972	0.343234	0	42	0.013201	0.114325	0	0	0	0	0	0	-0.013201	0.114325	0	0	197.985755	45.682411	0	374.293833	149.042292	230	640	2	13	827	0.002418	0.015719	47.877672	15.779259	0.008314	29	60	3.06057	11.098731	0.099762	0	5	0.061758	0.409153	0	0	0.194774	0.679281	0	0	0.133017	0.667847	0	0
1414	8	6062877	6063192	315	1	asm	231.897143	20.892431	0	321.792183	72.800592	241	410	3	5	1049	0.00286	0.004766	52.663198	12.237165	0.001892	29	60	0.208136	2.453007	0.008515	0	0	0.023652	0.195617	0	0	0.014191	0.140302	0	0	-0.009461	0.150458	0	0	224.766562	25.598823	0	326.838828	70.153749	246	410	76	126	819	0.092796	0.153846	26.673849	18.996553	0.25857	0	60	2.164545	9.550401	0.067581	0	2	0.194907	0.714152	0	0	0.048972	0.261128	0	0	-0.145935	0.593474	0	0	224.766562	25.598823	0	326.838828	70.153749	246	410	76	126	819	0.092796	0.153846	26.673849	18.996553	0.25857	0	60	2.164545	9.550401	0.067581	0	2	0.194907	0.714152	0	0	0.048972	0.261128	0	0	-0.145935	0.593474	0	0	2	2	0.006329	0	0	0.572785	0.96519	0	224.766562	25.598823	0	326.838828	70.153749	246	410	76	126	819	0.092796	0.153846	26.673849	18.996553	0.25857	0	60	2.164545	9.550401	0.067581	0	2	0.194907	0.714152	0	0	0.048972	0.261128	0	0	-0.145935	0.593474	0	0	250.874644	24.023827	0	320.692015	69.985905	232	406	2	5	1052	0.001901	0.004753	49.931067	14.166375	0.002833	29	60	1.139754	6.391697	0.041549	0	0	0.169027	0.68521	0	0	0.037771	0.235123	0	0	-0.131256	0.570838	0	0
1415	8	6740297	6740493	196	1	asm	247.757143	17.477153	0	337.195052	86.130339	232	449	3	6	1051	0.002854	0.005709	56.90283	9.461267	0.001887	37	60	0.142453	2.154445	0.00566	0	0	0.00566	0.075058	0	0	0.010377	0.153295	0	0	0.004717	0.14074	0	0	144.838384	60.290954	0	349.982107	78.989974	261	470	4	4	503	0.007952	0.007952	49.632094	19.604663	0.035225	11	60	0.027397	0.299072	0	0	0	0.001957	0.044237	0	0	0	0	0	0	-0.001957	0.044237	0	0	144.838384	60.290954	0	349.982107	78.989974	261	470	4	4	503	0.007952	0.007952	49.632094	19.604663	0.035225	11	60	0.027397	0.299072	0	0	0	0.001957	0.044237	0	0	0	0	0	0	-0.001957	0.044237	0	0	1	0	0	4	0.020305	0.558376	0	0	144.838384	60.290954	0	349.982107	78.989974	261	470	4	4	503	0.007952	0.007952	49.632094	19.604663	0.035225	11	60	0.027397	0.299072	0	0	0	0.001957	0.044237	0	0	0	0	0	0	-0.001957	0.044237	0	0	213.458689	19.807008	0	339.191446	83.893785	241	451	6	7	982	0.00611	0.007128	55.978894	11.852062	0.009045	37	60	0.075377	1.735343	0.00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1416	8	6740339	6740507	168	1	asm	238.271429	31.381159	0	339.079108	85.908698	234	456	2	6	986	0.002028	0.006085	55.920523	11.624224	0.007042	37	60	0.094567	0.936617	0.00503	0	0	0.00503	0.070781	0	0	0.01006	0.155138	0	0	0.00503	0.145337	0	0	147.635294	70.784839	0	348.530067	78.004433	260	462	4	4	449	0.008909	0.008909	48.768053	20.369902	0.039387	9	60	0.028446	0.312847	0	0	0	0.002188	0.046778	0	0	0	0	0	0	-0.002188	0.046778	0	0	147.635294	70.784839	0	348.530067	78.004433	260	462	4	4	449	0.008909	0.008909	48.768053	20.369902	0.039387	9	60	0.028446	0.312847	0	0	0	0.002188	0.046778	0	0	0	0	0	0	-0.002188	0.046778	0	0	1	0	0	5	0.029586	0.56213	0	0	147.635294	70.784839	0	348.530067	78.004433	260	462	4	4	449	0.008909	0.008909	48.768053	20.369902	0.039387	9	60	0.028446	0.312847	0	0	0	0.002188	0.046778	0	0	0	0	0	0	-0.002188	0.046778	0	0	212.737892	18.668223	0	338.024316	83.393404	240	449	6	7	987	0.006079	0.007092	56.008	11.827672	0.009	37	60	0.075	1.731003	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1417	8	6790871	6791193	322	1	asm	224.551429	24.115325	0	376.842162	152.363234	217	622	17	20	925	0.018378	0.021622	48.226611	15.796989	0.015593	29	60	6.174636	16.314376	0.153846	0	31	0.004158	0.091145	0	0	0.006237	0.120537	0	0	0.002079	0.101988	0	0	10.07947	33.478854	0.972136	387.368421	147.473449	231	580	1	1	304	0.003289	0.003289	31.356209	9.514816	0.013072	29	29	33.513072	21.880783	0.879085	0	65	0	0	0	0	0	0	0	0	0	0	0	0	10.07947	33.478854	0.972136	387.368421	147.473449	231	580	1	1	304	0.003289	0.003289	31.356209	9.514816	0.013072	29	29	33.513072	21.880783	0.879085	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0.170279	18	0.055728	0.504644	0	0	10.07947	33.478854	0.972136	387.368421	147.473449	231	580	1	1	304	0.003289	0.003289	31.356209	9.514816	0.013072	29	29	33.513072	21.880783	0.879085	0	65	0	0	0	0	0	0	0	0	0	0	0	0	225.820513	26.699368	0	382.251372	150.340695	230	623	25	29	911	0.027442	0.031833	48.458031	16.270903	0.025907	29	60	5.144041	14.614797	0.139896	0	23	0.001036	0.032191	0	0	0.002073	0.045502	0	0	0.001036	0.032191	0	0
1418	8	6991662	6995402	3740	2	yes	253.402857	39.530127	0	310.154959	67.903048	223	395	4	94	968	0.004132	0.097107	51.446529	13.821649	0.003752	29	60	2.101313	10.158142	0.050657	0	0	0.008443	0.191176	0	0	0.003752	0.074965	0	0	-0.00469	0.196152	0	0	120.336182	12.087341	0	320.714041	73.139534	225	412	3	10	584	0.005137	0.017123	51.018425	14.530736	0.011725	29	60	3.396985	12.898995	0.080402	0	0	0.0067	0.129358	0	0	0.0067	0.129358	0	0	0	0	0	0	125.844468	16.319235	0	323.988722	70.206787	238	413	24	49	4788	0.005013	0.010234	45.768566	17.37705	0.031064	20	60	0.49928	4.934369	0.012755	0	0	0.006377	0.150993	0	0	0.006583	0.097065	0	0	0.000206	0.148379	0	0	1	0	0	0	0	0.392943	1	0	107.555556	4.811494	0	335.127835	72.799936	253	422	1	4	485	0.002062	0.008247	57.504082	8.317878	0.002041	54	60	0.155102	2.221024	0.006122	0	0	0.008163	0.142769	0	0	0.008163	0.142769	0	0	0	0.063953	0	0	220.165242	22.524045	0	320.54955	72.497823	231	410	10	93	888	0.011261	0.10473	47.452069	16.523246	0.023209	29	60	1.617558	8.923358	0.039354	0	0	0.003027	0.095298	0	0	0.004036	0.077745	0	0	0.001009	0.055039	0	0
1419	8	7421791	7426920	5129	2	yes	223.025714	47.059274	0	323.080882	75.024628	227	415	26	19	952	0.027311	0.019958	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.210826	70.048889	0	329.287308	76.511262	224	420	17	15	717	0.02371	0.020921	0	0	1	0	0	0	0	0	0	0	0.001335	0.036539	0	0	0	0	0	0	-0.001335	0.036539	0	0	187.545548	184.457784	0.075634	325.961458	72.481503	237	415	579	607	8640	0.067014	0.070255	0.010686	0.341807	0.998881	0	0	0	0	0	0	0	0.003053	0.072686	0	0	0.012111	0.109386	0	0	0.009058	0.113332	0	0	1	2	0.00039	14	0.002729	0.553801	0.05575	0	320.535613	184.240784	0	318.7354	61.014475	247	389	19	14	1387	0.013699	0.010094	0	0	1	0	0	0	0	0	0	0	0.000704	0.026537	0	0	0	0	0	0	-0.000704	0.026537	0	0	449.037037	183.391903	0	312.54478	61.784395	243	388	25	21	2021	0.01237	0.010391	0.015965	0.432508	0.998549	0	0	0	0	0	0	0	0.001451	0.038079	0	0	0	0	0	0	-0.001451	0.038079	0	0
1420	8	7773851	7790630	16779	3	yes	184.711429	61.901804	0	311.046095	75.119753	228	408	11	7	781	0.014085	0.008963	17.53567	16.249262	0.359199	0	46	0.092616	1.980211	0.002503	0	0	0.003755	0.106132	0	0	0.002503	0.070755	0	0	-0.001252	0.035377	0	0	43.675214	21.806485	0.008547	297.910891	68.692081	232	415	58	100	101	0.574257	0.990099	2.490347	6.753904	0.861004	0	15	0.007722	0.087704	0	0	0	0.011583	0.186411	0	0	0.015444	0.151711	0	0	0.003861	0.107763	0	0	57.28327	57.506784	0.291418	318.357199	73.141758	231	405	564	648	7570	0.074505	0.085601	4.468458	10.441505	0.832043	0	23	0.041562	1.240742	0.001025	0	0	0.008085	0.12646	0	0	0.002505	0.069114	0	0	-0.00558	0.129265	0	0	0	30	0.001788	43	0.002563	0.424195	0.338975	0.034446	42.841216	29.034961	0.208571	316.256545	64.545799	249	389	7	7	191	0.036649	0.036649	0.409756	2.608039	0.97561	0	0	0	0	0	0	0	0.004878	0.069843	0	0	0	0	0	0	-0.004878	0.069843	0	0	176.11396	44.264899	0	315.115819	65.512866	236	396	7	8	708	0.009887	0.011299	0.049793	0.946057	0.997234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	8	7776701	7778020	1319	2	yes	47.804688	20.493159	0.30086	325.925	90.615757	180	428	5	5	200	0.025	0.025	0.071429	1.035098	0.995238	0	0	0	0	0	0	0	0.004762	0.069007	0	0	0	0	0	0	-0.004762	0.069007	0	0	32.653295	20.483877	0.188571	327.907143	91.799978	152	428	5	4	140	0.035714	0.028571	0.409396	2.915507	0.979866	0	0	0	0	0	0	0	0.006711	0.081923	0	0	0	0	0	0	-0.006711	0.081923	0	0	15.780645	18.352817	0.532576	314.945455	98.595395	149	421	14	13	165	0.084848	0.078788	0.53125	3.17039	0.96875	0	0	0	0	0	0	0	0.005208	0.072169	0	0	0	0	0	0	-0.005208	0.072169	0	0	0	1	0.000758	1	0.000758	0.421212	0	0.193939	2.554217	2.450741	0.9	227	85.662127	139	329	4	4	6	0.666667	0.666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.631356	2.185959	0.58	289.454545	124.465548	139	449	9	6	11	0.818182	0.545455	1.153846	4.076197	0.923077	0	0	1.538462	7.844645	0.038462	0	0	0.115385	0.325813	0	1	0.076923	0.392232	0	0	-0.038462	0.527695	-1	0
1422	8	7777101	7795580	18479	3	yes	25.882184	19.513549	0.234957	322.008929	90.609398	152	415	5	4	112	0.044643	0.035714	0.504132	3.230387	0.975207	0	0	0	0	0	0	0	0.008264	0.090909	0	0	0	0	0	0	-0.008264	0.090909	0	0	6.04955	2.577711	0.528571	246.5625	119.029391	102	382	4	4	16	0.25	0.25	1.708333	5.195978	0.875	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.557359	68.151565	0.141891	317.992725	70.626955	233	402	676	750	10997	0.061471	0.0682	6.296949	11.705276	0.750463	0	23	0.072929	1.880163	0.00169	0	0	0.015697	0.184738	0	0	0.020607	0.224975	0	0	0.00491	0.277228	0	0	0	44	0.002381	40	0.002165	0.403355	0.35882	0.03171	65.877493	36.674075	0	342.663043	64.971481	260	424	4	5	276	0.014493	0.018116	11.982456	13.604177	0.529825	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.193732	38.700566	0	323.944928	76.881281	226	413	13	76	690	0.018841	0.110145	1.888318	5.532945	0.884467	0	9	0.001284	0.035829	0	0	0	0.001284	0.035829	0	0	0	0	0	0	-0.001284	0.035829	0	0
1423	8	7832553	7835027	2474	2	yes	118.768571	18.643254	0	319.534413	72.026405	242	402	13	10	494	0.026316	0.020243	0.023211	0.527759	0.998066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.324786	32.76553	0.082621	322.727273	78.025451	242	421	12	6	264	0.045455	0.022727	0.191489	1.903041	0.989362	0	0	0	0	0	0	0	0	0	0	0	0.007092	0.119098	0	0	0.007092	0.119098	0	0	51.872313	42.232888	0.154747	321.857024	71.941563	239	405	54	50	1203	0.044888	0.041563	0.169855	1.792509	0.990054	0	0	0	0	0	0	0	0.00153	0.055321	0	0	0.00153	0.055321	0	0	0	0.078266	0	0	0	13	0.005253	20	0.008081	0.495354	0	0.026263	109.264957	20.051246	0	317.228111	71.604192	232	401	12	10	434	0.02765	0.023041	0.02193	0.468293	0.997807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.977208	23.09136	0.022792	311.051471	78.733876	217	400	9	8	272	0.033088	0.029412	0.124567	1.494801	0.99308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1424	8	8386030	8386944	914	1	yes	228.274286	32.629625	0	306.613948	68.78544	224	390	2	173	803	0.002491	0.215442	48.592025	14.156756	0.002045	29	60	2.972393	10.736838	0.082822	0	2	0.02454	0.205878	0	0	0.104294	0.334569	0	0	0.079755	0.316356	0	0	100.6	47.709321	0.925714	301.183673	69.908386	212	406	1	56	98	0.010204	0.571429	35.122581	10.066232	0	29	47	17.070968	21.016107	0.470968	0	51	0	0	0	0	0.058065	0.234623	0	0	0.058065	0.234623	0	0	50.62069	46.822264	0.918033	317.943005	78.475393	230	410	3	65	193	0.015544	0.336788	32.934866	9.453508	0.007663	29	37	13.911877	18.283975	0.501916	0	45	0.816092	1.16878	0	3	0.831418	1.231919	0	3	0.015326	0.495901	0	0	0	9	0.009836	6	0.006557	0.457924	0.539891	0	55.12	23.703646	0.86	324.736264	67.847351	254	394	2	9	91	0.021978	0.098901	29.764706	7.579514	0.019608	29	29	7.529412	7.937511	0.529412	0	18	2.04902	0.96859	0	3	2.039216	1.185069	0	3	-0.009804	0.696456	0	1	233.316239	37.237305	0	309.96144	72.916419	219	393	11	179	778	0.014139	0.230077	48.864669	14.551455	0.010331	29	60	0.967975	4.605425	0.059917	0	0	0.237603	0.749596	0	0	0.286157	0.803131	0	2	0.048554	0.444102	0	0
1425	8	11076328	11076434	106	1	asm	226.391429	30.280606	0	334.347639	82.630409	235	442	4	5	932	0.004292	0.005365	47	15.673463	0.004251	29	60	5.054198	13.279573	0.160468	0	22	0.007439	0.085973	0	0	0	0	0	0	-0.007439	0.085973	0	0	81.307692	85.075833	0.906542	342.595376	76.088217	256	446	0	0	173	0	0	32.080925	10.731628	0.00578	29	60	27.358382	18.711671	0.867052	0	55	0.040462	0.197613	0	0	0	0	0	0	-0.040462	0.197613	0	0	81.307692	85.075833	0.906542	342.595376	76.088217	256	446	0	0	173	0	0	32.080925	10.731628	0.00578	29	60	27.358382	18.711671	0.867052	0	55	0.040462	0.197613	0	0	0	0	0	0	-0.040462	0.197613	0	0	0	5	0.046729	0	0	0.588785	1	0	81.307692	85.075833	0.906542	342.595376	76.088217	256	446	0	0	173	0	0	32.080925	10.731628	0.00578	29	60	27.358382	18.711671	0.867052	0	55	0.040462	0.197613	0	0	0	0	0	0	-0.040462	0.197613	0	0	238.102857	37.066049	0	328.937259	80.983012	224	435	5	5	1036	0.004826	0.004826	45.360421	15.757162	0.00478	29	60	9.361377	17.941302	0.245698	0	43	0.00478	0.081705	0	0	0.003824	0.075677	0	0	-0.000956	0.053571	0	0
1426	8	11245558	11247207	1649	2	yes	220.462857	36.201957	0	308.414322	73.991536	212	401	14	151	782	0.017903	0.193095	50.025343	14.316913	0.013728	29	60	3.31679	12.86172	0.078141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.538462	42.906129	0.974286	283.079545	82.687227	176	413	4	7	88	0.045455	0.079545	32.777778	9.478822	0	29	60	31.555556	26.383445	0.737374	0	70	0	0	0	0	0	0	0	0	0	0	0	0	48.333333	45.01111	0.993333	284.615385	82.02273	186	401	5	16	91	0.054945	0.175824	33.339286	10.532279	0.008929	29	60	27.892857	26.788917	0.651786	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0.015152	7	0.004242	0.533333	0	0	6.2	3.898718	0.994286	329.666667	46.715451	296	383	1	9	3	0.333333	3	37.615385	16.429336	0.076923	25	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.179487	24.590456	0	311.667131	69.301189	221	396	11	149	718	0.01532	0.207521	46.936219	15.041729	0.012528	29	60	4.796128	14.039304	0.129841	0	21	0.001139	0.033748	0	0	0.004556	0.0954	0	0	0.003417	0.075429	0	0
1427	8	11908452	11953826	45374	3	yes	109.465714	16.080304	0	316.502183	71.57149	232	403	5	6	458	0.010917	0.0131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.02849	33.000853	0	330.472934	73.60822	239	412	8	9	351	0.022792	0.025641	1.241848	4.964582	0.9375	0	0	0	0	0	0	0	0.002717	0.052129	0	0	0.005435	0.104257	0	0	0.002717	0.052129	0	0	87.995714	42.781826	0.016967	319.374627	72.066154	231	407	1136	1256	37915	0.029962	0.033127	6.514724	11.81431	0.735828	0	23	0.051083	1.463696	0.001637	0	0	0.011859	0.197886	0	0	0.002605	0.103615	0	0	-0.009254	0.218116	0	0	0	88	0.001939	100	0.002204	0.379085	0.699019	0.006942	85.464387	48.317737	0.022792	324.597183	71.779586	223	407	34	26	355	0.095775	0.073239	0	0	1	0	0	0	0	0	0	0	0.125301	0.338669	0	1	0.007229	0.084817	0	0	-0.118072	0.351719	-1	0	203.923077	33.845824	0	317.718535	73.206441	225	401	17	27	874	0.019451	0.030892	0	0	1	0	0	0	0	0	0	0	0.027233	0.162851	0	0	0.001089	0.033005	0	0	-0.026144	0.16634	0	0
1428	8	12202680	12232309	29629	3	yes	213.048571	66.510576	0	321.867749	70.473007	240	408	14	73	862	0.016241	0.084687	6.894626	12.100644	0.738672	0	29	0.003161	0.072555	0	0	0	0.005269	0.085768	0	0	0.001054	0.032461	0	0	-0.004215	0.06482	0	0	80.980057	32.818673	0.008547	327.78534	72.270896	244	416	9	6	382	0.02356	0.015707	1.010076	4.258076	0.944584	0	0	0.002519	0.050189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.120975	53.447436	0.141326	319.542249	72.108807	232	408	396	454	15823	0.025027	0.028692	3.2095	8.049456	0.843879	0	17	0.020092	0.978851	0.00048	0	0	0.007977	0.148961	0	0	0.001919	0.05688	0	0	-0.006058	0.155742	0	0	0	22	0.000742	38	0.001282	0.402835	0.258961	0.0081	4.283688	1.898594	0.82	437	148.492424	332	542	3	4	2	1.5	2	4.222222	9.756764	0.777778	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984375	0.124507	1	437	148.492424	332	542	0	0	2	0	0	19	14.142136	0	9	29	22.5	31.819805	0.5	0	45	1	1.414214	0	2	0	0	0	0	-1	1.414214	-2	0
1429	8	12205830	12232059	26229	3	yes	121.711429	12.712137	0	323.078244	64.926135	247	404	13	15	524	0.024809	0.028626	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.501425	10.073125	0	321.446465	71.296557	230	411	6	3	495	0.012121	0.006061	0	0	1	0	0	0	0	0	0	0	0.001984	0.044544	0	0	0	0	0	0	-0.001984	0.044544	0	0	59.890277	44.077653	0.161321	318.922018	72.473796	231	408	347	381	11400	0.030439	0.033421	1.531085	5.162729	0.911692	0	0	0.00808	0.553198	0.000247	0	0	0.010389	0.172938	0	0	0.002226	0.063526	0	0	-0.008163	0.179834	0	0	0	16	0.00061	28	0.001067	0.403622	0.236866	0.00915	1.692308	1.031553	1	542	0	542	542	2	3	1	2	3	4.833333	11.8392	0.833333	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.067873	2.205347	0.82	402	121.243557	332	542	3	3	3	1	1	5.222222	9.731107	0.666667	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1430	8	12231240	12232659	1419	2	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.713755	2.148376	0.955634	437	121.243557	332	542	3	4	4	0.75	1	6.909091	11.484377	0.636364	0	29	4.090909	13.568011	0.090909	0	0	0.181818	0.603023	0	0	0	0	0	0	-0.181818	0.603023	0	0	0	12	0.008451	37	0.026056	0.469718	0	0	0.984375	0.124507	1	437	148.492424	332	542	0	0	2	0	0	19	14.142136	0	9	29	22.5	31.819805	0.5	0	45	1	1.414214	0	2	0	0	0	0	-1	1.414214	-2	0	3.246753	1.802321	0.851429	256.25	141.989836	102	375	1	1	12	0.083333	0.083333	6	11.987173	0.714286	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
