"ILL250","Moleculo","PacBio","PlatGen","Combined","1orMore","2orMore","3orMore","4orMore","SET"
0.3404,0.137,0.4154,0.3703,0.1704,0.1245,0.1709,0.2385,0.3053,1
0.2845,0.2238,0.6856,0.6635,0.3604,0.4228,0.4276,0.451,0.454,1
0.6552,0.2563,0.2771,0.3291,0.33,0.2147,0.2576,0.3244,0.418,1
0.5208,0.3838,0.4163,0.2095,0.3027,0.2016,0.2624,0.3374,0.448,1
0.5039,0.0447,0.3851,0.2576,0.1743,0.1167,0.1509,0.2064,0.1756,1
0.2576,0.6869,0.4744,0.0685,0.2389,0.2619,0.2576,0.248,0.3291,1
0.1002,0.5564,0.2971,0.2702,0.1258,0.1379,0.1552,0.2016,0.2628,1
0.6284,0.559,0.206,0.6366,0.474,0.3634,0.4974,0.5781,0.611,1
0.4536,0.2216,0.3057,0.1921,0.1674,0.0989,0.1453,0.2051,0.271,1
0.5841,0.6184,0.216,0.0954,0.3096,0.2355,0.2827,0.2745,0.3504,1
0.4696,0.3838,0.5386,0.0837,0.2797,0.2238,0.2489,0.2866,0.3365,1
0.1045,0.9328,0.2719,0.8556,0.8291,0.7819,0.7732,0.4896,0.4332,1
0.0382,0.6275,0.3109,0.2298,0.1002,0.1626,0.1435,0.1474,0.1899,1
0.6245,0.4792,0.8092,0.6036,0.6062,0.6713,0.6795,0.7658,0.827,1
0.3079,0.0789,0.6002,0.314,0.1687,0.1696,0.1696,0.2337,0.2329,1
0.7476,0.8747,0.1613,0.9592,0.915,0.8153,0.8751,0.8825,0.7082,1
0.304,0.5633,0.3725,0.0091,0.1409,0.1639,0.1687,0.1696,0.111,1
0.6735,0.2381,0.2749,0.3426,0.3413,0.2229,0.2667,0.3244,0.3946,1
0.9206,0.0481,0.3773,0.6795,0.7121,0.6015,0.6379,0.4653,0.3005,1
0.1448,0.0703,0.5091,0.173,0.0637,0.0655,0.0529,0.0915,0.1214,1
0.9883,0.9896,0.8916,0.997,0.9952,1,0.997,0.9965,0.9961,1
0.5273,0.5525,0.7927,0.3205,0.5321,0.5672,0.5455,0.6162,0.7277,1
0.379,0.2944,0.9627,0.5009,0.6483,0.8435,0.5243,0.5781,0.6193,1
0.9163,0.9853,0.8001,0.9406,0.9688,0.9744,0.9731,0.9796,0.9827,1
0.4493,0.0655,0.8656,0.3625,0.4376,0.5325,0.3382,0.4072,0.2775,1
0.3539,0.1184,0.3291,0.533,0.1943,0.1453,0.196,0.2728,0.2775,1
0.232,0.036,0.8977,0.0507,0.2706,0.4337,0.0906,0.0655,0.033,1
0.0755,0.0026,0.8031,0.0052,0.0468,0.1943,0.0065,0.0022,0,1
0.0811,0.3122,0.0976,0.2437,0.0299,0.0273,0.0347,0.0564,0.0971,1
0.4679,0.4068,0.173,0.4831,0.2819,0.183,0.2697,0.3582,0.4454,1
0.5525,0.2307,0.7619,0.2251,0.4389,0.4141,0.3773,0.4037,0.4263,1
0.912,0.9801,0.935,0.997,0.9935,1,0.9931,0.9913,0.9909,1
0.6882,0.402,0.0512,0.611,0.3608,0.2914,0.4154,0.4202,0.3053,1
0.5642,0.3478,0.7832,0.8083,0.6271,0.7233,0.7164,0.7654,0.7749,1
0.0199,0.582,0.2593,0.1388,0.0512,0.0997,0.0776,0.088,0.033,1
0.167,0.6132,0.085,0.1418,0.0954,0.0997,0.0746,0.1132,0.2051,1
0.6245,0.3912,0.1648,0.0867,0.2463,0.1709,0.1687,0.1735,0.2502,1
0.1947,0.0325,0.3773,0.3309,0.0828,0.0551,0.0794,0.1175,0.111,1
0.0616,0.1019,0.807,0.0429,0.1036,0.2272,0.0351,0.026,0.033,1
0.3794,0.3131,0.0807,0.0924,0.1002,0.0477,0.0607,0.085,0.1535,1
0.2108,0.2498,0.467,0.0022,0.0581,0.0781,0.075,0.0633,0.033,1
0.8855,0.0945,0.023,0.6171,0.5121,0.4124,0.4289,0.1375,0.111,1
0.7095,0.7793,0.1197,0.049,0.4315,0.3716,0.4358,0.2099,0.2372,1
0.2307,0.1912,0.2177,0.1548,0.0659,0.0278,0.052,0.0889,0.1427,1
0.209,0.2567,0.3534,0.1193,0.0941,0.0555,0.0785,0.1171,0.2051,1
0.1791,0.1535,0.1977,0.2086,0.0607,0.0195,0.0442,0.0776,0.1535,1
0.7077,0.7875,0.4345,0.6101,0.6713,0.5672,0.6938,0.7892,0.827,1
0.209,0.137,0.0156,0.3213,0.0308,0.0191,0.0343,0.0338,0.033,1
0.3213,0.7398,0.4757,0.1136,0.3239,0.3369,0.3222,0.3326,0.4319,1
0.5473,0.8734,0.4154,0.6101,0.7402,0.6188,0.667,0.7398,0.7997,1
0.0828,0.2194,0.0377,0.0438,0.0039,0.0035,0.0026,0.0052,0.033,1
0.1644,0.1674,0.3742,0.0598,0.0473,0.0321,0.0412,0.0564,0.0763,1
0.3304,0.4683,0.0841,0.0859,0.1127,0.0785,0.0776,0.1097,0.1899,1
0.9636,0.9011,0.5204,0.9788,0.9722,0.9037,0.9666,0.9735,0.9423,1
0.6765,0.9124,0.8313,0.1925,0.84,0.8153,0.8408,0.8023,0.7507,1
0.0438,0.2502,0.4497,0.0763,0.0386,0.0503,0.0447,0.0338,0.0971,1
0.2498,4e-04,0.0594,0.0876,0.0056,0.0026,0.0061,0.0156,0,1
0.1856,0.6513,0.1986,0.1036,0.144,0.1427,0.1127,0.1357,0.2628,1
0.464,0.4679,0.2446,0.1236,0.2229,0.1453,0.1808,0.2298,0.3469,1
0.0173,0.3343,0.1141,0.137,0.0082,0.0143,0.0156,0.0204,0.033,1
0.1062,0.1934,0.4614,0.2385,0.0603,0.082,0.0893,0.1119,0.1756,1
0.1652,0.9063,0.2303,0.4293,0.6349,0.526,0.3443,0.3534,0.4319,1
0.4341,0.9154,0.1331,0.9735,0.9406,0.8816,0.8773,0.6964,0.5828,1
0.9735,0.6639,0.1119,0.9601,0.9488,0.8591,0.931,0.8638,0.611,1
0.9835,0.9662,0.8998,0.7671,0.9718,0.9827,0.9801,0.9814,0.9783,1
0.9484,0.938,0.0707,0.5377,0.9055,0.8474,0.8751,0.768,0.4618,1
0.9926,0.9267,0.8378,0.9861,0.9896,0.9714,0.9857,0.9887,0.987,1
0.8348,0.938,0.673,0.8972,0.9198,0.8695,0.9258,0.9454,0.9562,1
0.9415,0.9193,0.9198,0.6756,0.9271,0.9662,0.9584,0.9553,0.9662,1
0.8591,0.2585,0.5737,0.8747,0.7988,0.6843,0.827,0.7905,0.7428,1
0.8951,0.9514,0.9939,0.582,0.9497,0.9861,0.9696,0.954,0.9588,1
0.7307,0.9146,0.0577,0.598,0.8036,0.6561,0.6661,0.7389,0.4332,1
0.9905,0.9172,0.8634,0.9467,0.9814,0.9714,0.9809,0.9857,0.987,1
0.8912,0.8261,0.7897,0.2723,0.8304,0.7962,0.8647,0.8656,0.8226,1
0.7663,0.771,0.0724,0.8807,0.7693,0.5924,0.778,0.8296,0.4853,1
0.8859,0.9263,0.7827,0.8699,0.9193,0.8695,0.938,0.954,0.9722,1
0.8751,0.2862,0.9592,0.5768,0.8283,0.9072,0.8495,0.8309,0.7801,1
0.7467,0.8786,0.4532,0.8335,0.8395,0.7507,0.8469,0.8916,0.9007,1
0.5438,0.8751,0.1036,0.5091,0.6657,0.5178,0.4883,0.5798,0.4987,1
0.6093,0.6626,0.3569,0.6722,0.5516,0.4709,0.5963,0.6995,0.7593,1
0.9874,0.9579,0.5468,0.6357,0.9709,0.9428,0.9614,0.9228,0.918,1
0.6318,0.4887,0.5343,0.3153,0.4605,0.3651,0.4519,0.5282,0.6513,1
0.8539,0.9662,0.9683,0.8196,0.9497,0.9861,0.974,0.9584,0.9835,1
0.9775,0.9944,0.9488,0.9527,0.9775,1,0.9913,0.99,0.9965,1
0.9818,0.8426,0.4653,0.984,0.9775,0.9228,0.9722,0.9597,0.9341,1
0.9809,0.9705,0.9263,0.9324,0.977,0.9879,0.9844,0.9879,0.9909,1
0.9224,0.9189,0.9493,0.8842,0.9428,0.9662,0.9644,0.9735,0.987,1
0.902,0.183,0.794,0.5984,0.7702,0.7728,0.7784,0.7684,0.6483,1
0.4436,0.2498,0.9003,0.8682,0.7572,0.8634,0.7788,0.7329,0.6795,1
0.9224,0.9705,0.026,0.7554,0.9215,0.9228,0.8859,0.8916,0.3231,1
0.3708,0.6977,0.0742,0.729,0.3946,0.3573,0.467,0.4701,0.3994,1
0.9072,0.9328,0.2108,0.9354,0.9363,0.8408,0.9185,0.9458,0.807,1
0.9415,0.9575,0.9237,0.954,0.9714,0.9744,0.9809,0.9844,0.99,1
0.9618,0.2069,0.2741,0.8053,0.817,0.7615,0.7897,0.5538,0.5321,1
0.925,0.0065,0.8062,0.9007,0.8599,0.8591,0.8981,0.8786,0.1756,1
0.0373,0.3977,0.5308,0.3196,0.1093,0.1648,0.1852,0.1869,0.1899,1
0.2988,0.5919,0.8213,0.075,0.3868,0.5304,0.4076,0.3664,0.4063,1
0.3656,0.0104,0.4649,0.0859,0.0876,0.072,0.0737,0.0811,0,1
0.6275,0.5395,0.9488,0.5997,0.7619,0.8669,0.7619,0.8114,0.8833,1
0.8109,0.9662,0.5581,0.8174,0.9163,0.8964,0.9016,0.9237,0.9363,1
0.6869,0.4493,0.6596,0.6548,0.6062,0.5789,0.6661,0.7498,0.7997,1
0.6934,0.3239,0.9397,0.6366,0.7246,0.8591,0.7437,0.7966,0.7979,1
0.8951,0.8435,0.4883,0.0989,0.7949,0.7047,0.7884,0.6592,0.5234,1
0.294,0.2593,0.5369,0.1787,0.1735,0.1431,0.1696,0.2168,0.3231,1
0.1162,0.0173,0.6245,0.1167,0.0512,0.0893,0.0338,0.0598,0,1
0.4367,0.3786,0.1631,0.5932,0.2879,0.2069,0.2953,0.3617,0.4319,1
0.2333,0.4996,0.8855,0.3343,0.484,0.6188,0.4657,0.4488,0.5759,1
0.8859,0.8343,0.2086,0.9688,0.9406,0.8235,0.9081,0.9211,0.7862,1
0.5642,0.931,0.5039,0.2598,0.8105,0.729,0.6184,0.6245,0.7069,1
0.8222,0.8435,0.134,0.758,0.7888,0.6284,0.7723,0.8426,0.6535,1
0.441,0.8309,0.5039,0.758,0.7042,0.6448,0.7255,0.7602,0.8252,1
0.9883,0.8283,0.6891,0.9653,0.9775,0.9228,0.9757,0.9718,0.9631,1
0.2233,0.9454,0.8361,0.6461,0.8621,0.8378,0.8669,0.7971,0.7814,1
0.8916,0.4115,0.5039,0.4046,0.6422,0.5963,0.6006,0.6245,0.6726,1
0.1761,0.6175,0.0317,0.4176,0.1318,0.1609,0.1657,0.1726,0.1535,1
0.9952,0.9545,0.6522,0.9913,0.9926,0.9744,0.9887,0.9874,0.9722,1
0.0126,0.9258,0.6318,0.3781,0.6821,0.7164,0.549,0.4276,0.1639,1
0.9536,0.8955,0.3708,0.8764,0.9202,0.8378,0.9237,0.9432,0.9016,1
0.8088,0.9193,0.8122,0.657,0.8807,0.8547,0.9063,0.9111,0.9475,1
0.8912,0.4193,0.8729,0.8478,0.8508,0.8816,0.8938,0.9141,0.9076,1
0.2233,0.5893,0.5984,0.4805,0.35,0.3621,0.4206,0.4775,0.6127,1
0.6236,0.8777,0.0794,0.5984,0.7099,0.5616,0.5755,0.6739,0.4753,1
0.0343,0.0178,9e-04,0.4193,0.0017,0.0095,0.0022,9e-04,0,1
0.4527,0.82,0.0646,0.9271,0.8075,0.7047,0.7476,0.6375,0.435,1
0.7689,0.3213,0.1661,0.1075,0.3356,0.2572,0.1925,0.1834,0.2372,1
0.1388,0.4991,0.3079,0.4493,0.1717,0.17,0.2186,0.2767,0.3621,1
0.9809,0.9662,0.1401,0.8148,0.9666,0.938,0.9601,0.9271,0.7003,1
0.0356,0.8435,0.5772,0.265,0.402,0.4944,0.3959,0.3135,0.2628,1
0.8148,0.2303,0.9089,0.4055,0.735,0.8309,0.7242,0.683,0.6292,1
0.4163,0.3209,0.2741,0.1917,0.1743,0.1002,0.1574,0.2168,0.3348,1
0.3894,0.8031,0.0742,0.8252,0.5945,0.5386,0.6232,0.5551,0.4332,1
0.912,0.9328,0.1613,0.8972,0.9193,0.8309,0.9059,0.9397,0.7407,1
0.0382,0.3335,0.3213,0.1821,0.0425,0.0516,0.0637,0.0785,0.0763,1
0.3322,0.6947,0.1119,0.0564,0.1513,0.1713,0.1353,0.1197,0.2164,1
0.2537,0.0373,0.2745,0.4506,0.0932,0.0789,0.0958,0.1357,0.111,1
0.0516,0.0022,0.2433,0.0091,0.0017,0.0017,9e-04,9e-04,0,1
0.0477,0.768,0.4566,0.0304,0.1466,0.2971,0.1804,0.072,0.111,1
0.6388,0.4107,0.1878,0.7428,0.3487,0.369,0.5082,0.5247,0.5494,1
0.8916,0.9016,0.2741,0.9111,0.9063,0.8153,0.8994,0.9328,0.8482,1
0.3729,0.9389,0.108,0.4345,0.7784,0.6513,0.389,0.4324,0.4601,1
0.9428,0.8864,0.0225,0.8803,0.8972,0.8135,0.9016,0.9176,0.3252,1
0.2389,0.2567,0.2103,0.1934,0.0989,0.0447,0.0763,0.1145,0.2164,1
0.2814,0.3478,0.5321,0.4753,0.2871,0.2433,0.3053,0.3938,0.4809,1
0.3209,0.0291,0.1062,0.2003,0.0351,0.0143,0.033,0.0512,0.033,1
0.9389,0.569,0.1141,0.8998,0.8565,0.7433,0.8695,0.7814,0.5781,1
0.9874,0.3174,0.9922,0.9701,0.9783,0.9805,0.9822,0.9874,0.9029,1
0.5373,0.1206,0.477,0.7879,0.4718,0.438,0.4783,0.4939,0.425,1
0.974,0.3157,0.399,0.9367,0.8534,0.8474,0.9258,0.7741,0.7272,1
0.9345,0.0399,0.9389,0.8803,0.8829,0.9428,0.9172,0.9271,0.4332,1
0.9133,0.565,0.2168,0.804,0.7936,0.6249,0.8066,0.7697,0.6986,1
0.6631,0.8751,0.5707,0.8469,0.8387,0.7507,0.8617,0.8859,0.9167,1
0.6917,0.8309,0.4146,0.5546,0.7099,0.5898,0.6852,0.7632,0.8083,1
0.9072,0.2498,0.216,0.7745,0.7303,0.5772,0.7147,0.5199,0.5113,1
0.967,0.4063,0.5065,0.8335,0.8829,0.8153,0.8825,0.8205,0.8101,1
0.938,0.2337,0.5737,0.9081,0.7433,0.7819,0.9016,0.8144,0.7324,1
0.4033,0.3209,0.9757,0.1813,0.6275,0.879,0.405,0.4081,0.4662,1
0.3946,0.938,0.2823,0.9115,0.8859,0.8309,0.85,0.7342,0.7303,1
0.9809,0.3374,0.255,0.9827,0.9727,0.9037,0.9666,0.7181,0.657,1
0.4809,0.0598,0.5798,0.2268,0.2242,0.1843,0.196,0.2337,0.2051,1
0.7771,0.0997,0.7099,0.5039,0.546,0.5585,0.5503,0.6002,0.4618,1
0.6847,0.5108,0.4913,0.6548,0.572,0.51,0.6184,0.7069,0.7715,1
0.9224,0.7125,0.8309,0.699,0.8508,0.8591,0.8907,0.9172,0.9415,1
0.6886,0.3309,0.3595,0.8942,0.7255,0.6154,0.673,0.6409,0.6631,1
0.7433,0.4701,0.778,0.5915,0.6726,0.6808,0.7064,0.7936,0.8348,1
0.7212,0.7719,0.8916,0.5499,0.7875,0.8361,0.8248,0.8656,0.9258,1
0.4267,0.7771,0.3257,0.7914,0.598,0.546,0.6578,0.6826,0.7298,1
0.4389,0.624,0.562,0.7554,0.5598,0.5533,0.6362,0.709,0.7944,1
0.8877,0.5919,0.6839,0.9337,0.8348,0.8235,0.9063,0.9141,0.9302,1
0.4783,0.5932,0.5785,0.889,0.7342,0.6808,0.7485,0.7554,0.8187,1
0.7411,0.8326,0.8335,0.8838,0.866,0.8378,0.9089,0.9293,0.9562,1
0.7836,0.4224,0.1331,0.8148,0.6275,0.4905,0.6583,0.5945,0.5403,1
0.9072,0.5737,0.7129,0.941,0.8651,0.8408,0.9185,0.9224,0.9328,1
0.7437,0.7407,0.572,0.216,0.6006,0.5585,0.6509,0.6583,0.6782,1
0.5486,0.3751,0.4779,0.7255,0.5022,0.4458,0.533,0.6093,0.6804,1
0.7888,0.6167,0.5477,0.6578,0.6821,0.595,0.7233,0.8044,0.8517,1
0.5191,0.0876,0.1609,0.3877,0.1691,0.098,0.1592,0.157,0.1834,1
0.5863,0.4276,0.6631,0.8244,0.6683,0.6713,0.7016,0.7628,0.7944,1
0.9467,0.6969,0.5121,0.0685,0.8092,0.7507,0.7207,0.6114,0.4263,1
0.0924,0.7038,0.4076,0.6132,0.3018,0.3721,0.4397,0.4193,0.4098,1
0.0282,0.2567,0.2324,0.3465,0.0321,0.0486,0.0655,0.0698,0.111,1
0.1938,0.3643,0.9141,0.0637,0.3916,0.6154,0.2533,0.186,0.2628,1
0.1461,0.5052,0.9644,0.6232,0.6414,0.8695,0.6522,0.6149,0.5759,1
0.8951,0.8664,0.6219,0.8569,0.8833,0.7979,0.9059,0.9415,0.9441,1
0.7294,0.049,0.0295,0.9605,0.8482,0.6969,0.5785,0.1145,0.1214,1
0.8886,0.3842,0.2997,0.3127,0.6245,0.5221,0.4297,0.4471,0.5022,1
0.9198,0.9072,0.8734,0.8439,0.9202,0.9185,0.9493,0.9605,0.9801,1
0.9224,0.0056,0.6986,0.9866,0.967,0.9072,0.9284,0.8465,0.1834,1
0.3487,0.8083,0.2888,0.137,0.3886,0.3326,0.2693,0.3027,0.4436,1
0.9627,0.9506,0.5672,0.9146,0.9631,0.9016,0.9575,0.9748,0.9506,1
0.9579,0.9506,0.964,0.9063,0.967,0.9827,0.9744,0.9853,0.99,1
0.0212,0.4276,0.5911,0.5078,0.1492,0.2771,0.3001,0.2936,0.1535,1
0.6726,0.2368,0.1895,0.4406,0.3339,0.2212,0.2905,0.3183,0.3569,1
0.1036,0.6544,0.2324,0.1032,0.1062,0.1418,0.0937,0.1141,0.2051,1
0.0434,0.3881,0.7029,0.7997,0.3669,0.5963,0.5299,0.4384,0.2628,1
0.8209,0.938,0.2134,0.6323,0.8669,0.7775,0.7832,0.827,0.7372,1
0.0512,0.1674,0.9545,0.4063,0.392,0.7775,0.2819,0.186,0.1535,1
0.0967,0.827,0.0343,0.5321,0.3018,0.3408,0.2931,0.157,0.1535,1
0.2736,0.5898,0.601,0.1969,0.2966,0.3036,0.3166,0.3608,0.5078,1
0.2381,0.0572,0.5052,0.1448,0.0919,0.0724,0.0737,0.1097,0.1427,1
0.3851,0.2593,0.2845,0.4861,0.2277,0.1513,0.2251,0.3105,0.4098,1
0.4046,0.6206,0.5143,0.559,0.448,0.4072,0.4848,0.5958,0.7303,1
0.0286,0.6453,0.2971,0.3456,0.1145,0.1847,0.1878,0.196,0.1756,1
0.6618,0.8625,0.7892,0.6574,0.7918,0.7793,0.8448,0.8699,0.9328,1
0.6284,0.3703,0.3053,0.4254,0.3868,0.2606,0.3439,0.431,0.5273,1
0.6197,0.0555,0.1977,0.6899,0.3348,0.2389,0.353,0.2637,0.2108,1
0.1375,0.4337,0.0993,0.3278,0.0828,0.0789,0.0854,0.1236,0.2051,1
0.9545,0.9896,0.6028,0.954,0.9761,0.9805,0.9722,0.9818,0.9627,1
0.34,0.0685,0.732,0.4709,0.3018,0.3343,0.2832,0.3699,0.2589,1
0.4428,0.0932,0.098,0.0846,0.0607,0.0299,0.0273,0.0572,0.0763,1
0.4909,0.1223,0.784,0.1297,0.3417,0.3595,0.2624,0.2485,0.2441,1
0.8951,0.9545,0.3101,0.8682,0.9254,0.8751,0.9063,0.9367,0.8734,1
0.83,0.301,0.83,0.8708,0.8248,0.8361,0.8617,0.8825,0.8335,1
0.5191,0.8617,0.069,0.5694,0.6071,0.4957,0.4922,0.5906,0.4293,1
0.3122,0.036,0.4493,0.2793,0.1067,0.0902,0.1088,0.1661,0.1535,1
0.2541,0.4276,0.4206,0.2342,0.1258,0.1466,0.1908,0.2524,0.392,1
0.0121,0.2038,0.3543,0.1418,0.0104,0.0269,0.0343,0.0299,0.033,1
0.5338,0.0199,0.0186,0.2372,0.0811,0.0477,0.0512,0.0108,0.033,1
0.3981,0.2242,0.4939,0.2268,0.2177,0.1509,0.1986,0.2559,0.3322,1
0.1969,0.1626,0.0993,0.1279,0.0308,0.0095,0.0225,0.0399,0.0763,1
0.5043,0.0512,0.5555,0.0351,0.1574,0.1592,0.1336,0.0785,0,1
0.0121,0.356,0.2112,0.4076,0.0291,0.0846,0.0906,0.085,0.0763,1
0.7489,0.8387,0.6904,0.6722,0.7771,0.7368,0.8291,0.876,0.9267,1
0.6618,0.0069,0.3565,0.6808,0.3742,0.2975,0.4076,0.3786,0.111,1
0.6054,0.1045,0.0052,0.0421,0.0607,0.0698,0.0147,0.0052,0,1
0.0963,0.9137,0.9332,0.4545,0.8248,0.8964,0.85,0.6605,0.5555,1
0.441,0.2992,0.271,0.0304,0.1093,0.088,0.1032,0.1171,0.1427,1
0.4766,0.0481,0.5989,0.1652,0.2238,0.1804,0.1726,0.1943,0.1427,1
0.5252,0.0659,0.5768,0.1856,0.2611,0.1951,0.2012,0.2229,0.1834,1
0.9801,0.938,0.85,0.935,0.9714,0.9536,0.974,0.9835,0.9861,1
0.912,0.8552,0.0707,0.4102,0.8075,0.6661,0.7637,0.6245,0.425,1
0.2628,0.8786,0.5052,0.8031,0.7524,0.699,0.7684,0.7186,0.745,1
0.8998,0.8816,0.7472,0.9618,0.9536,0.8964,0.9471,0.9657,0.9722,1
0.8313,0.7437,0.7819,0.8274,0.8335,0.7892,0.8742,0.9176,0.9475,1
0.3747,0.5716,0.206,0.546,0.3101,0.2493,0.33,0.4237,0.5208,1
0.8057,0.9289,0.8977,0.9757,0.9709,0.9631,0.9735,0.9748,0.9827,1
0.1696,0.4601,0.7381,0.3833,0.3114,0.3751,0.3664,0.3859,0.4987,1
0.3369,0.131,0.2142,0.6071,0.1748,0.1466,0.1843,0.2177,0.2589,1
0.7567,0.0343,0.8881,0.6912,0.6882,0.7858,0.699,0.7736,0.3469,1
0.7277,0.9779,0.5507,0.6756,0.8972,0.9072,0.8604,0.8703,0.9098,1
0.82,0.6977,0.83,0.2541,0.7407,0.7706,0.784,0.8044,0.7797,1
0.7134,0.882,0.2788,0.2728,0.7342,0.5672,0.6114,0.5538,0.644,1
0.7771,0.382,0.8144,0.4111,0.6605,0.7164,0.6735,0.709,0.7355,1
0.6722,0.6015,0.5147,0.6947,0.6171,0.5442,0.6735,0.7585,0.8257,1
0.6552,0.5768,0.8565,0.1006,0.601,0.7073,0.6262,0.6171,0.5234,1
0.3803,0.601,0.3699,0.5598,0.3825,0.3174,0.4133,0.51,0.6565,1
0.2086,0.2827,0.9896,0.6379,0.6999,0.9536,0.5863,0.5247,0.5074,1
0.5416,0.5824,0.7598,0.4345,0.5503,0.582,0.5863,0.6791,0.7814,1
0.4037,0.5898,0.2624,0.2415,0.2723,0.1847,0.2472,0.3231,0.4701,1
0.569,0.5629,0.8018,0.4757,0.6015,0.634,0.6383,0.7116,0.8053,1
0.5373,0.791,0.3955,0.2806,0.5039,0.4254,0.4783,0.5247,0.6483,1
0.6526,0.8044,0.2988,0.9527,0.8742,0.7819,0.8426,0.8417,0.7979,1
0.6375,0.0867,0.6856,0.0152,0.2819,0.3231,0.2658,0.1054,0,1
0.2216,0.5663,0.9848,0.6132,0.7225,0.9493,0.6964,0.6774,0.7069,1
0.5026,0.2641,0.6388,0.4363,0.392,0.333,0.3846,0.4909,0.5408,1
0.6977,0.9024,0.4913,0.8036,0.8426,0.7632,0.8426,0.8764,0.9029,1
0.8408,0.2533,0.742,0.4761,0.6756,0.6596,0.6735,0.6817,0.6565,1
0.4029,0.3764,0.8448,0.3625,0.4874,0.5598,0.448,0.513,0.6084,1
0.9189,0.9844,0.6132,0.9068,0.9514,0.9588,0.9501,0.9705,0.9575,1
0.8408,0.1114,0.1262,0.8569,0.68,0.4887,0.6886,0.32,0.3144,1
0.8304,0.3959,0.8725,0.899,0.8547,0.879,0.889,0.9094,0.8998,1
0.3491,0.0199,0.216,0.6899,0.1644,0.17,0.1765,0.1813,0.0763,1
0.0932,0.5815,0.3265,0.9614,0.8413,0.7793,0.5343,0.4228,0.379,1
0.5143,0.5915,0.9657,0.6912,0.7762,0.8964,0.7884,0.8226,0.8925,1
0.7845,0.0082,0.781,0.8621,0.735,0.7394,0.7875,0.8023,0.2051,1
0.9818,0.9853,0.3664,0.9779,0.9853,0.9775,0.9801,0.9874,0.9198,1
0.0616,0.6171,0.673,0.1136,0.1808,0.3023,0.2689,0.1674,0.2589,1
0.3222,0.7879,0.2832,0.5225,0.4315,0.3807,0.435,0.4931,0.5954,1
0.2992,0.9679,0.7715,0.2637,0.8695,0.8591,0.7454,0.5737,0.6899,1
0.3374,0.8348,0.8513,0.716,0.7311,0.7871,0.8226,0.8257,0.863,1
0.222,0.0854,0.6774,0.2979,0.1466,0.1882,0.1592,0.2008,0.2372,1
0.3166,0.0364,0.3526,0.5321,0.0885,0.1327,0.1687,0.2125,0.1639,1
0.8894,0.765,0.5611,0.4042,0.7723,0.667,0.7923,0.7966,0.8248,1
0.7021,0.431,0.3981,0.4367,0.4831,0.3482,0.4558,0.5317,0.6349,1
0.8951,0.9224,0.9948,0.8443,0.9415,0.9827,0.9644,0.9692,0.9861,1
0.5911,0.9831,0.9059,0.9532,0.9666,0.9861,0.977,0.9696,0.9558,1
0.9471,0.9224,0.4007,0.8261,0.9202,0.8591,0.9219,0.9397,0.9046,1
0.791,0.0811,0.4814,0.742,0.5885,0.4944,0.6288,0.572,0.418,1
0.9076,0.9454,0.6592,0.9462,0.9553,0.9037,0.9571,0.9692,0.9636,1
0.3135,0.5919,0.6145,0.9653,0.8846,0.8408,0.765,0.7316,0.7507,1
0.9198,0.0416,0.2181,0.8435,0.7619,0.5924,0.7723,0.369,0.2502,1
0.402,0.8738,0.9007,0.2528,0.7853,0.8153,0.7819,0.6644,0.7493,1
0.912,0.8534,0.4228,0.1565,0.8192,0.729,0.8014,0.6409,0.6041,1
0.5225,0.2333,0.5655,0.366,0.3487,0.2654,0.3231,0.4219,0.4662,1
0.9389,0.3534,0.6526,0.7311,0.8322,0.7728,0.8426,0.8231,0.7979,1
0.9744,0.8838,0.7311,0.6028,0.9237,0.9016,0.9241,0.9302,0.9363,1
0.9766,0.9662,0.7038,0.9766,0.9818,0.9662,0.9801,0.9866,0.9775,1
0.964,0.1609,0.6487,0.9575,0.938,0.8669,0.9393,0.8582,0.6795,1
0.7771,0.9189,0.5581,0.1379,0.8278,0.7615,0.7732,0.7016,0.6253,1
0.6075,0.7537,0.9566,0.8508,0.8296,0.9324,0.8846,0.9115,0.9419,1
0.0295,0.8816,0.7715,0.7658,0.7142,0.7819,0.8291,0.7793,0.3569,1
0.4727,0.5464,0.7424,0.1036,0.418,0.4562,0.4297,0.4458,0.4827,1
0.8578,0.363,0.0598,0.7372,0.624,0.4709,0.6292,0.4939,0.3348,1
0.3209,0.4688,0.1856,0.1648,0.144,0.098,0.1271,0.1834,0.3252,1
0.124,0.3101,0.2259,0.4254,0.1006,0.0902,0.1184,0.1539,0.2051,1
0.2246,0.8044,0.0529,0.7116,0.4193,0.4081,0.4705,0.3656,0.2775,1
0.6075,0.327,0.3317,0.801,0.4753,0.454,0.5377,0.5551,0.6127,1
0.8218,0.2003,0.1132,0.6565,0.5039,0.3669,0.4931,0.3356,0.3504,1
0.6418,0.0763,0.9566,0.1167,0.6041,0.8135,0.4696,0.2602,0.1756,1
0.7385,0.9662,0.5529,0.6709,0.8972,0.8695,0.8582,0.8712,0.9094,1
0.6886,0.5199,0.4436,0.1327,0.4232,0.3387,0.4007,0.4159,0.4714,1
0.0685,0.8777,0.8985,0.3426,0.7155,0.8135,0.7554,0.5212,0.4454,1
0.6752,0.6323,0.3291,0.5954,0.539,0.4141,0.5698,0.6722,0.7303,1
0.9649,0.8899,0.0473,0.9241,0.9363,0.8435,0.9297,0.9367,0.474,1
