Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
872	5	53333	53566	233	1	asm	14.994286	2.381873	0	95.868566	163.053222	-82.408365	289.648265	-14.075749	162.346852	-148.18031	346.25118	-109.944314	263.088309	-456.8032	342.46867	3.297872	1.200336	0.944681	133.364061	184.178607	-82.408365	289.648265	-0.581232	195.841494	-148.18031	346.25118	-133.945293	315.789233	-456.8032	342.46867	3.297872	1.200336	0.944681	133.364061	184.178607	-82.408365	289.648265	-0.581232	195.841494	-148.18031	346.25118	-133.945293	315.789233	-456.8032	342.46867	0	0	0	0	0	0.709402	0	0	3.297872	1.200336	0.944681	133.364061	184.178607	-82.408365	289.648265	-0.581232	195.841494	-148.18031	346.25118	-133.945293	315.789233	-456.8032	342.46867	14.048433	3.751638	0.002849	71.289083	156.072068	-78.009625	263.83641	16.785711	156.627101	-106.18107	191.28621	-54.503372	260.92617	-401.587895	198.649445
873	5	175873	176394	521	1	asm	13.217143	1.702431	0	257.137455	134.486802	80.94215	412.844925	20.14737	109.397648	-78.78423	221.8551	-236.990085	172.854536	-436.7071	13.840875	9.877493	4.524767	0.202279	260.904917	125.708953	80.94215	412.844925	22.849622	108.30322	-78.78423	221.8551	-238.055295	171.250824	-436.7071	-3.20249	7.200765	5.357689	0.464627	260.904917	125.708953	80.94215	412.844925	22.849622	108.30322	-78.78423	221.8551	-238.055295	171.250824	-436.7071	-3.20249	0	29	0.055556	32	0.061303	0.691571	0	0	4.367521	4.19986	0.692308	272.902435	120.266195	143.821255	412.844925	9.58259	97.724255	-78.78423	172.86151	-263.319845	143.106174	-436.7071	-8.80581	13.541311	1.323578	0.002849	272.902435	120.266195	143.821255	412.844925	9.58259	97.724255	-78.78423	172.86151	-263.319845	143.106174	-436.7071	-8.80581
875	5	654937	655004	67	0	asm	15.037143	0.981953	0	-19.53893	65.818858	-121.109615	69.33912	56.416424	195.814595	-203.18004	336.42095	75.955354	222.839081	-202.07646	395.386775	8.985507	1.254319	0	-20.475282	71.342753	-121.109615	69.33912	57.985185	214.21825	-203.18004	336.42095	78.460467	242.564152	-202.07646	395.386775	8.985507	1.254319	0	-20.475282	71.342753	-121.109615	69.33912	57.985185	214.21825	-203.18004	336.42095	78.460467	242.564152	-202.07646	395.386775	0	0	0	2	0.029412	0.5	1	0	8.985507	1.254319	0	-20.475282	71.342753	-121.109615	69.33912	57.985185	214.21825	-203.18004	336.42095	78.460467	242.564152	-202.07646	395.386775	15.717949	1.380556	0	-9.907483	46.692316	-66.48513	32.398405	22.087945	122.253219	-66.71656	169.15054	31.995428	145.180689	-83.11944	217.034765
876	5	836145	837050	905	1	asm	12.688571	1.171601	0	121.234235	310.2699	-86.907535	760.89658	15.216992	146.877516	-120.44355	170.6207	-106.017244	324.966763	-639.25009	145.101855	6.965812	0.679474	0.022792	135.892241	319.3299	-86.907535	760.89658	18.616507	152.146259	-120.44355	170.6207	-117.275735	335.674151	-639.25009	145.101855	6.973539	1.278695	0.134509	93.77294	250.25257	-47.67725	372.48711	15.366879	123.222032	-87.46891	143.75012	-78.406061	264.380798	-435.290075	100.00798	0	0	0	2	0.002208	0.439294	0.945916	0	7.099715	1.896998	0.310541	97.172078	253.739999	-48.149875	372.48711	14.486483	124.924271	-94.03905	143.75012	-82.685595	267.58836	-476.937145	96.263505	14.558405	1.337965	0	94.377328	249.917805	-47.67725	372.48711	18.963607	122.913665	-87.46891	143.75012	-75.413721	265.438562	-435.290075	100.00798
877	5	1178029	1180605	2576	2	yes	9.517143	1.212869	0.002857	25.979876	248.787283	-5.028205	7.481805	-1.701146	14.788871	-8.20567	9.89578	-27.681023	256.747687	-14.32837	10.566395	4.749288	2.524133	0.404558	603.325584	1124.122051	-36.864175	2505.711975	-3.630256	59.387219	-108.42438	81.95905	-606.955841	1169.205542	-2547.621825	118.823225	0.851823	1.848491	0.918929	603.325584	1124.122051	-36.864175	2505.711975	-3.630256	59.387219	-108.42438	81.95905	-606.955841	1169.205542	-2547.621825	118.823225	0	12	0.004657	0	0	0.621265	0.054715	0.024447	0	0	1	2422.197152	118.107795	2338.68233	2505.711975	-75.167115	47.032875	-108.42438	-41.90985	-2497.364268	71.074919	-2547.621825	-2447.10671	2.660969	2.284516	0.888889	420.685381	991.474107	-55.432255	2338.68233	42.676151	186.997836	-102.98284	188.54407	-378.00923	1070.542605	-2447.10671	219.868815
878	5	1178293	1180732	2439	2	yes	6.56	1.481732	0.162857	50.629338	344.465234	-5.55735	11.66851	-0.739554	18.160302	-10.77744	13.57215	-51.368892	355.680684	-18.32837	16.358535	0.74359	0.462673	1	2422.197152	118.107795	2338.68233	2505.711975	-75.167115	47.032875	-108.42438	-41.90985	-2497.364268	71.074919	-2547.621825	-2447.10671	0.251536	0.437746	1	2422.197152	118.107795	2338.68233	2505.711975	-75.167115	47.032875	-108.42438	-41.90985	-2497.364268	71.074919	-2547.621825	-2447.10671	0	29	0.011885	1	0.00041	0.622541	0.057787	0.02582	0.051282	0.220887	1	2422.197152	118.107795	2338.68233	2505.711975	-75.167115	47.032875	-108.42438	-41.90985	-2497.364268	71.074919	-2547.621825	-2447.10671	5.076923	1.827507	0.535613	420.685381	991.474107	-55.432255	2338.68233	42.676151	186.997836	-102.98284	188.54407	-378.00923	1070.542605	-2447.10671	219.868815
880	5	1627139	1628841	1702	2	asm	13.745714	5.096313	0.028571	132.864973	393.2174	-49.233825	264.70368	106.441589	265.90851	-73.24081	342.31559	-26.423384	502.11831	-252.92985	371.423315	2.017094	0.58529	1	178.007247	437.529779	-39.007965	411.32662	108.980394	290.015845	-75.07875	307.27274	-69.026852	556.726371	-510.64416	304.96607	1.666667	0.580899	1	93.160291	321.89464	-32.17465	151.56387	61.878487	216.885405	-61.08945	238.3762	-31.281804	401.705425	-185.15183	216.308945	0	2	0.001174	8	0.004698	0.449207	0.73576	0.029947	1.877493	0.458981	1	185.607633	462.557491	-47.22144	799.029085	72.312464	279.301783	-92.12106	279.96008	-113.295169	567.315435	-683.414885	282.97236	6.603989	0.759613	0.074074	190.56933	470.337082	-46.258715	799.029085	43.259577	187.194193	-102.83767	259.96611	-147.309753	543.300815	-846.459255	242.46914
881	5	1769071	1769292	221	1	asm	14.202857	4.09857	0.045714	151.76001	113.91825	-0.3733	254.159495	-3.097281	187.278398	-104.19595	184.46429	-154.857291	243.078608	-307.263205	15.4458	5.367713	2.969703	0.591928	168.6345	109.751205	-8.574605	254.159495	9.880975	194.68347	-101.2476	184.46429	-158.753526	256.905739	-307.263205	43.454635	5.367713	2.969703	0.591928	168.6345	109.751205	-8.574605	254.159495	9.880975	194.68347	-101.2476	184.46429	-158.753526	256.905739	-307.263205	43.454635	0	0	0	29	0.130631	0.702703	0	0.936937	5.367713	2.969703	0.591928	168.6345	109.751205	-8.574605	254.159495	9.880975	194.68347	-101.2476	184.46429	-158.753526	256.905739	-307.263205	43.454635	21.541311	5.299367	0.002849	106.181973	156.212902	-24.3222	234.126755	11.017455	153.613631	-89.61549	93.52707	-95.164518	259.236587	-296.611685	59.20448
882	5	1924590	1925202	612	1	asm	12.462857	1.518762	0	264.991378	370.267488	-49.97611	685.21601	-27.581203	96.577841	-192.74486	105.60392	-292.572582	427.648424	-877.96087	68.927155	0.270655	0.81291	0.997151	505.452174	362.509998	-78.18914	1006.30472	-62.755942	105.375182	-218.90192	105.60392	-568.208116	415.610381	-1225.20664	-1.19282	0.193811	0.670926	0.998371	505.452174	362.509998	-78.18914	1006.30472	-62.755942	105.375182	-218.90192	105.60392	-568.208116	415.610381	-1225.20664	-1.19282	0	14	0.022838	23	0.03752	0.458401	0	0	0.068376	0.339575	1	685.859968	164.419337	562.93828	1006.30472	-70.125277	121.180431	-218.90192	105.60392	-755.985245	269.388485	-1225.20664	-457.33436	9.834758	1.668546	0.039886	334.070123	385.447079	-42.08528	685.21601	-37.470571	117.514356	-213.36279	105.60392	-371.540694	454.464465	-877.96087	113.72336
883	5	1951012	1951419	407	1	asm	12.105714	1.164283	0	93.818904	185.366752	-61.71198	360.92047	112.361427	200.544269	-103.08	519.72443	18.542523	293.062812	-363.6374	274.80626	5.384615	1.684447	0.666667	109.938508	193.873332	-58.22	360.92047	105.792272	218.078788	-105.39141	519.72443	-4.146236	308.032397	-363.6374	250.95332	5.237164	1.631488	0.709046	97.311072	192.166338	-66.845595	360.92047	89.422622	218.292324	-123.38283	519.72443	-7.88845	296.279007	-363.6374	250.95332	0	0	0	4	0.009804	0.629902	0	0.92402	4.74359	1.021096	0.823362	105.643178	197.36336	-66.845595	360.92047	94.642345	226.294668	-123.38283	519.72443	-11.000834	308.138663	-363.6374	250.95332	9.68661	2.229367	0.096866	114.137627	187.682871	-66.845595	360.92047	90.262546	188.301398	-123.38283	279.0328	-23.875081	259.858904	-363.6374	250.95332
884	5	2769423	2769640	217	1	asm	16.165714	1.313789	0	45.789307	135.587859	-71.26148	144.001985	12.011484	221.973552	-230.04872	380.35415	-33.777823	282.808031	-404.209485	453.666175	8.589041	1.322032	0	71.846396	174.568506	-73.312025	452.546395	21.654164	293.110732	-292.43046	474.72997	-50.192232	373.250892	-412.872365	470.790365	8.589041	1.322032	0	71.846396	174.568506	-73.312025	452.546395	21.654164	293.110732	-292.43046	474.72997	-50.192232	373.250892	-412.872365	470.790365	0	0	0	0	0	0.284404	0.880734	0	8.589041	1.322032	0	71.846396	174.568506	-73.312025	452.546395	21.654164	293.110732	-292.43046	474.72997	-50.192232	373.250892	-412.872365	470.790365	20.393162	4.861435	0	14.393394	104.557066	-62.603585	137.60148	39.527112	212.670596	-115.28252	270.86303	25.133718	244.659487	-208.740795	325.328135
885	5	6322312	6322386	74	0	asm	16.342857	1.113678	0	3.122334	170.295913	-237.848365	222.03495	114.237172	399.407949	-189.31652	483.20523	111.114838	510.092229	-455.00631	727.298035	17.026316	1.131061	0	-0.55849	179.205181	-237.848365	229.62515	125.916831	420.523418	-189.31652	627.36827	126.475321	536.862752	-455.00631	760.807715	17.026316	1.131061	0	-0.55849	179.205181	-237.848365	229.62515	125.916831	420.523418	-189.31652	627.36827	126.475321	536.862752	-455.00631	760.807715	1	0	0	2	0.026667	0.533333	0	0	17.026316	1.131061	0	-0.55849	179.205181	-237.848365	229.62515	125.916831	420.523418	-189.31652	627.36827	126.475321	536.862752	-455.00631	760.807715	17.290598	1.116575	0	-0.935348	169.750209	-237.848365	222.03495	128.237107	396.831862	-189.31652	483.20523	129.172454	507.111332	-455.00631	727.298035
886	5	9400610	9400880	270	1	asm	16.614286	1.650674	0	61.971602	117.603176	-25.498065	235.788075	11.797389	68.870536	-48.93445	81.60544	-50.174213	143.376429	-281.90467	37.098475	0.698529	1.444265	0.981618	79.39514	122.004111	-7.288685	246.645835	6.900661	67.099628	-48.93445	80.01287	-72.494479	141.222157	-281.90467	15.35738	0.698529	1.444265	0.981618	79.39514	122.004111	-7.288685	246.645835	6.900661	67.099628	-48.93445	80.01287	-72.494479	141.222157	-281.90467	15.35738	0	7	0.02583	18	0.066421	0.553506	0.98524	0	0.698529	1.444265	0.981618	79.39514	122.004111	-7.288685	246.645835	6.900661	67.099628	-48.93445	80.01287	-72.494479	141.222157	-281.90467	15.35738	19.615385	4.587896	0.005698	97.019563	131.44626	-25.97799	261.76341	10.610185	77.732932	-60.81725	100.73839	-86.409378	157.060331	-284.722525	17.403205
887	5	9990098	9990311	213	1	asm	15.711429	1.585983	0	160.257522	163.611312	-15.93784	273.41953	27.146422	222.133866	-133.50644	468.62499	-133.1111	318.192185	-444.20311	401.730955	1.065116	1.719987	0.962791	184.175158	157.583728	61.73476	273.41953	21.304901	233.863649	-133.50644	468.62499	-162.870257	325.08902	-444.20311	401.730955	1.065116	1.719987	0.962791	184.175158	157.583728	61.73476	273.41953	21.304901	233.863649	-133.50644	468.62499	-162.870257	325.08902	-444.20311	401.730955	0	17	0.079439	26	0.121495	0.546729	1	0	1.065116	1.719987	0.962791	184.175158	157.583728	61.73476	273.41953	21.304901	233.863649	-133.50644	468.62499	-162.870257	325.08902	-444.20311	401.730955	19.182336	2.719417	0	127.37511	155.229937	-26.938725	273.41953	-7.108059	189.737822	-133.50644	76.37696	-134.483169	274.101198	-444.20311	63.749075
888	5	10273399	10275146	1747	2	yes	7.511429	1.778134	0.18	472.897069	833.353724	-132.88254	1923.705005	-54.844603	147.743331	-332.43725	105.8362	-527.741672	892.001209	-2120.910125	64.757675	2.210826	1.83801	1	321.749572	716.24757	-85.97025	1775.5433	-40.705745	121.646416	-186.62956	12.20344	-362.455317	768.13852	-1872.631345	11.5677	1.648942	3.323212	0.942824	116.614143	453.139254	-49.873135	147.833645	-18.959848	82.878666	-100.61435	16.13762	-135.573991	487.741553	-229.9122	15.72229	0	2	0.001144	1	0.000572	0.51087	0.412471	0	4.367521	6.30002	0.7151	180.466313	549.949562	-47.31302	239.9406	-18.038889	81.819262	-83.39532	29.52946	-198.505201	588.291958	-229.9122	15.72229	20.245014	1.7864	0	374.086103	747.611267	-53.56078	1775.5433	-18.650012	160.809313	-115.95096	105.8362	-392.736116	803.26287	-1872.631345	151.83865
889	5	10574939	10575284	345	1	yes	12.214286	2.479098	0.005714	124.610492	140.729845	-9.949785	306.57206	34.197093	171.021399	-108.36491	124.57041	-90.413399	223.46337	-333.57722	186.04681	0.838617	1.169164	0.994236	99.603627	126.655815	0	301.511225	20.269232	146.615692	-54.76218	99.29897	-79.334394	188.185472	-323.69681	0	0.838617	1.169164	0.994236	99.603627	126.655815	0	301.511225	20.269232	146.615692	-54.76218	99.29897	-79.334394	188.185472	-323.69681	0	0	25	0.072254	20	0.057803	0.49711	0.927746	0	0.838617	1.169164	0.994236	99.603627	126.655815	0	301.511225	20.269232	146.615692	-54.76218	99.29897	-79.334394	188.185472	-323.69681	0	12.264957	1.7731	0.014245	69.514585	110.30146	-2.665745	278.55027	16.339072	118.342526	-53.55385	28.78933	-53.175513	153.332522	-312.408595	11.810175
890	5	10639012	10640227	1215	2	yes	19.848571	1.129158	0	132.330409	192.15711	-52.72448	394.429705	41.769794	118.875789	-91.80563	213.77695	-90.560616	259.001084	-489.43123	221.89376	15.564103	2.833629	0	135.00533	189.902663	-44.83398	394.429705	35.306602	115.825672	-91.80563	213.77695	-99.698728	251.250702	-489.43123	197.02026	12.820871	3.027689	0	121.021191	181.354273	-59.111825	394.429705	27.696695	108.915688	-91.80563	213.77695	-93.324496	235.020328	-489.43123	197.02026	1	1	0.000822	18	0.014803	0.662829	0	0.577303	11.42735	1.944882	0	205.84465	189.288647	37.286025	509.08229	-3.498373	112.659234	-91.80563	119.90137	-209.343023	232.287688	-567.457565	90.69818	15.196581	1.248354	0	156.061562	196.113278	-74.015155	394.429705	15.43329	129.27482	-91.80563	119.90137	-140.628272	260.488421	-567.457565	175.022485
891	5	10756180	10756515	335	1	yes	13.014286	1.202824	0	116.394959	211.907071	-31.740295	298.49209	70.333741	346.224161	-126.23174	363.47716	-46.061218	412.170015	-424.72383	148.00122	3.744807	1.362829	0.940653	162.750107	212.990324	-25.02721	298.49209	95.565493	384.021052	-100.93407	363.47716	-67.184613	464.076622	-424.72383	148.00122	3.744807	1.362829	0.940653	162.750107	212.990324	-25.02721	298.49209	95.565493	384.021052	-100.93407	363.47716	-67.184613	464.076622	-424.72383	148.00122	0	1	0.002976	1	0.002976	0.458333	0.270833	0	3.744807	1.362829	0.940653	162.750107	212.990324	-25.02721	298.49209	95.565493	384.021052	-100.93407	363.47716	-67.184613	464.076622	-424.72383	148.00122	14.242165	1.630439	0.005698	229.093834	240.155328	-24.231945	593.13361	79.149271	378.459863	-126.23174	363.47716	-149.944563	496.265528	-744.61192	148.00122
892	5	12769656	12769710	54	0	asm	16.145714	1.465524	0	28.679144	69.03994	-37.6371	78.34089	-33.736041	100.624696	-170.46234	95.80557	-62.415185	130.546013	-186.900605	85.006055	5.25	2.817155	0.607143	28.679144	69.03994	-37.6371	78.34089	-33.736041	100.624696	-170.46234	95.80557	-62.415185	130.546013	-186.900605	85.006055	5.25	2.817155	0.607143	28.679144	69.03994	-37.6371	78.34089	-33.736041	100.624696	-170.46234	95.80557	-62.415185	130.546013	-186.900605	85.006055	0	11	0.2	6	0.109091	0.290909	0.909091	0	5.25	2.817155	0.607143	28.679144	69.03994	-37.6371	78.34089	-33.736041	100.624696	-170.46234	95.80557	-62.415185	130.546013	-186.900605	85.006055	16.843305	1.873409	0.002849	9.856463	41.976466	-19.113265	51.349075	-12.40764	59.978325	-101.9294	19.62445	-22.264102	80.599918	-113.24425	17.827525
893	5	12787861	12990435	202574	3	yes	21.682857	1.50624	0	-9.682151	98.55114	-102.47307	139.995575	-18.96305	95.321261	-123.31554	131.62852	-9.2809	163.351558	-204.775025	238.76634	23.817664	1.289884	0	-14.105655	102.320276	-107.13782	146.614865	-3.96032	104.490813	-123.31554	160.7392	10.145334	178.328616	-217.525255	282.022485	16.528932	5.615189	0.025398	-7.324497	51.414389	-53.75567	22.21502	11.63854	99.432977	-52.8185	80.84071	18.963038	129.571366	-54.134865	114.004065	1	83	0.00041	143	0.000706	0.35382	0.444823	0.020032	22.364672	1.259617	0	-15.626178	54.251144	-51.783985	10.802565	-2.224586	90.712138	-73.26123	89.49932	13.401592	126.841804	-77.65306	108.70494	19.122507	2.022539	0	-16.22187	52.81087	-51.783985	24.62493	3.240463	87.400746	-68.88052	92.83202	19.462333	122.530805	-75.450035	108.70494
894	5	12811050	12820561	9511	2	yes	15.957143	1.880649	0	-11.377252	92.603879	-131.29654	66.07145	16.284649	214.850232	-154.07848	162.1859	27.661901	276.783036	-136.57615	218.47098	11.603989	0.770815	0	0.956411	110.905232	-131.29654	91.626475	16.334393	271.321888	-161.15685	162.1859	15.377982	362.225882	-252.783325	218.47098	6.5421	2.674039	0.512036	-1.428742	44.229717	-31.137375	12.18604	11.753618	103.844681	-33.98512	65.18617	13.18236	133.988143	-43.01643	107.30287	0	2	0.00021	1	0.000105	0.333579	0.293944	0.014929	5.595442	0.965923	0.558405	-0.420587	38.244785	-35.417105	8.478155	13.132382	73.700693	-19.4587	65.18617	13.552969	84.844712	-39.307725	76.256445	10.324786	1.040569	0	0.232971	54.018478	-68.48955	67.868045	30.804508	99.671576	-57.70787	96.88546	30.571538	115.829883	-106.247865	127.873265
895	5	13399958	13400032	74	0	asm	22.942857	4.166608	0	-12.918774	86.987634	-122.396755	67.006525	92.517182	251.762825	-63.59621	396.88111	105.435956	316.748505	-118.594955	680.30764	10.75	2.723356	0	-13.044359	88.581193	-122.396755	67.006525	93.658598	256.306288	-63.59621	396.88111	106.702957	322.486045	-118.594955	680.30764	10.75	2.723356	0	-13.044359	88.581193	-122.396755	67.006525	93.658598	256.306288	-63.59621	396.88111	106.702957	322.486045	-118.594955	680.30764	1	0	0	4	0.053333	0.48	0	0	10.75	2.723356	0	-13.044359	88.581193	-122.396755	67.006525	93.658598	256.306288	-63.59621	396.88111	106.702957	322.486045	-118.594955	680.30764	25.524217	1.925427	0	-11.865061	85.774584	-105.42772	62.45006	95.890971	247.84328	-61.91316	386.70493	107.756032	312.419576	-117.687675	509.101685
896	5	13416591	13422853	6262	2	asm	13.342857	2.06128	0	-24.55348	124.895973	-125.23969	29.745935	18.770955	118.613854	-87.13203	157.86466	43.324436	211.99058	-58.538305	205.11544	8.837607	0.988135	0	-27.653491	68.133652	-108.694285	42.376395	-13.649561	92.405067	-103.0214	54.0473	14.003929	131.851365	-99.916415	142.60976	14.984515	4.173996	0.00016	-21.195944	57.031163	-76.761975	22.00741	-1.350205	88.860135	-80.40325	79.01097	19.845739	120.72837	-76.32285	139.68744	1	6	0.000958	28	0.004471	0.414658	0.962478	0.016925	13.757835	3.149792	0	-22.590858	62.399316	-97.14357	20.16768	3.620845	106.827365	-99.80438	100.52137	26.211703	143.180284	-78.23826	172.70785	14.11396	1.20409	0	15.893734	122.731085	-77.73554	145.746265	6.217163	149.088076	-137.68327	260.18427	-9.676571	237.311657	-244.655285	320.25606
897	5	13855300	13855615	315	1	asm	13.42	1.283865	0	156.627396	259.820833	-43.04712	605.02754	41.874797	152.611362	-63.72601	223.90588	-114.752599	240.752548	-563.209785	91.50951	8.892744	1.547102	0	297.01557	295.162122	-43.639865	632.65092	66.627944	201.886968	-139.14729	421.51333	-230.387626	277.565034	-630.021115	32.799585	8.892744	1.547102	0	297.01557	295.162122	-43.639865	632.65092	66.627944	201.886968	-139.14729	421.51333	-230.387626	277.565034	-630.021115	32.799585	0	0	0	1	0.003165	0.563291	1	0	8.892744	1.547102	0	297.01557	295.162122	-43.639865	632.65092	66.627944	201.886968	-139.14729	421.51333	-230.387626	277.565034	-630.021115	32.799585	16.304843	1.33136	0	133.86643	252.114917	-44.23294	597.595065	94.561673	164.904804	-26.86754	329.54407	-39.304757	278.111043	-554.374965	224.321995
898	5	13895082	13895379	297	1	asm	14.06	2.497988	0.014286	95.104491	141.318271	-52.09612	334.090475	5.862233	176.025673	-158.26438	368.50122	-89.242258	262.264014	-403.051365	392.19849	0.986622	1.325975	0.9699	53.596006	110.127786	-12.055525	250.5527	-1.837224	105.522543	-75.01054	16.04627	-55.43323	177.759404	-315.98573	12.51443	0.986622	1.325975	0.9699	53.596006	110.127786	-12.055525	250.5527	-1.837224	105.522543	-75.01054	16.04627	-55.43323	177.759404	-315.98573	12.51443	0	15	0.050336	24	0.080537	0.604027	0.963087	0	0.986622	1.325975	0.9699	53.596006	110.127786	-12.055525	250.5527	-1.837224	105.522543	-75.01054	16.04627	-55.43323	177.759404	-315.98573	12.51443	19.498575	3.118493	0.002849	45.217134	128.39771	-82.72824	250.5527	-24.337793	79.847085	-115.54592	36.30435	-69.554927	163.329727	-315.98573	75.48756
899	5	16124810	16125491	681	1	yes	16.525714	1.669951	0	108.621943	305.115973	-120.410355	682.17929	47.640056	182.757537	-171.29094	388.73638	-60.981886	404.150875	-741.898145	415.81071	9.877493	0.589751	0	120.290084	335.497677	-124.03761	682.17929	53.440538	200.101329	-171.29094	388.73638	-66.849546	441.458478	-741.898145	415.81071	10.096633	0.705677	0	106.461016	328.807951	-124.03761	682.17929	60.790156	195.538852	-171.29094	388.73638	-45.670859	434.821577	-741.898145	415.81071	1	0	0	4	0.005865	0.370968	0	0	10.276353	0.782293	0	114.526112	338.706472	-124.03761	682.17929	66.166101	201.174312	-171.29094	388.73638	-48.360011	449.945353	-741.898145	415.81071	15.891738	1.209352	0	81.810655	296.566916	-124.03761	626.199645	35.02967	181.417125	-171.29094	204.35453	-46.780985	385.502308	-741.898145	324.764885
900	5	18171826	18171889	63	0	asm	15.565714	1.481489	0	2.399067	46.765448	-35.05066	54.265125	14.254723	138.77157	-32.06691	44.3346	11.855656	165.849701	-64.899065	27.9957	6.892308	1.696716	0.184615	4.851878	73.730409	-114.750695	73.463665	36.457222	217.040875	-165.02971	96.13577	31.605343	260.609779	-76.857775	210.886465	6.892308	1.696716	0.184615	4.851878	73.730409	-114.750695	73.463665	36.457222	217.040875	-165.02971	96.13577	31.605343	260.609779	-76.857775	210.886465	0	0	0	4	0.0625	0.546875	1	0	6.892308	1.696716	0.184615	4.851878	73.730409	-114.750695	73.463665	36.457222	217.040875	-165.02971	96.13577	31.605343	260.609779	-76.857775	210.886465	13.458689	1.609925	0	0.623511	64.515504	-114.750695	73.463665	29.343215	190.185234	-165.02971	96.13577	28.719704	227.643269	-76.857775	210.886465
901	5	19375269	19376396	1127	2	yes	6.908571	0.73214	0.042857	79.243306	402.774105	-178.568525	1062.990265	-137.696284	116.92164	-317.11601	1.62206	-216.939589	370.938879	-1109.905055	5.08827	7.871795	1.48057	0.122507	22.926397	231.619339	-94.295655	1.34974	-33.050613	77.321505	-113.74931	16.0983	-55.97701	236.802911	-128.998395	22.08735	7.944198	1.047407	0.04163	22.803582	217.750963	-94.295655	15.249085	-25.968295	77.909279	-113.74931	30.53033	-48.771877	223.21025	-128.998395	31.315855	0	1	0.000887	3	0.00266	0.376773	0.277482	0.025709	8.336182	0.721765	0	62.446429	339.543484	-128.35074	79.121335	-59.983447	108.779439	-202.38685	30.53033	-122.429876	336.190617	-156.25362	31.315855	10.119658	0.801738	0	54.850508	310.5136	-128.35074	79.121335	-45.701266	105.553473	-202.38685	52.65155	-100.551775	311.607348	-156.25362	38.814475
902	5	20558013	20558165	152	1	asm	6.491429	1.803748	0.188571	98.323841	137.747845	-6.21226	386.50182	99.416653	377.518256	-293.13252	797.42236	1.092811	477.934772	-679.63434	803.63462	4.324675	1.450189	0.792208	98.323841	137.747845	-6.21226	386.50182	99.416653	377.518256	-293.13252	797.42236	1.092811	477.934772	-679.63434	803.63462	4.324675	1.450189	0.792208	98.323841	137.747845	-6.21226	386.50182	99.416653	377.518256	-293.13252	797.42236	1.092811	477.934772	-679.63434	803.63462	0	1	0.006536	5	0.03268	0.130719	0	0.973856	4.324675	1.450189	0.792208	98.323841	137.747845	-6.21226	386.50182	99.416653	377.518256	-293.13252	797.42236	1.092811	477.934772	-679.63434	803.63462	7.700855	0.544032	0.002849	98.323841	137.747845	-6.21226	386.50182	99.416653	377.518256	-293.13252	797.42236	1.092811	477.934772	-679.63434	803.63462
903	5	20990983	20991181	198	1	asm	18.034286	1.419864	0	29.910411	121.378339	-151.872805	185.130295	11.742212	104.283639	-103.75512	165.9843	-18.168198	197.550113	-237.879725	247.73303	8.915	1.409863	0	40.648549	137.24718	-162.99005	185.130295	12.121586	118.986529	-133.72259	165.9843	-28.526963	224.922025	-244.448345	247.73303	8.915	1.409863	0	40.648549	137.24718	-162.99005	185.130295	12.121586	118.986529	-133.72259	165.9843	-28.526963	224.922025	-244.448345	247.73303	0	0	0	0	0	0.527638	1	0	8.915	1.409863	0	40.648549	137.24718	-162.99005	185.130295	12.121586	118.986529	-133.72259	165.9843	-28.526963	224.922025	-244.448345	247.73303	15.672365	1.295401	0	39.193819	133.951177	-151.872805	185.130295	9.37082	115.71771	-103.75512	165.9843	-29.822998	218.805693	-237.879725	247.73303
